ACTIVITY_DURATION,ASSIGNED_USER_TK,ACTIVITY_PARENT,ACTIVITY_PARENT_OPS,ACTIVITY_DATE_TK_RAND,RAND
15,5,582,46,631,2
15,6,1409,73,472,2
15,4,847,91,181,2
120,2,731,25,306,2
15,2,1197,96,274,2
15,2,890,36,628,2
45,6,1246,77,652,2
15,6,1505,65,232,2
15,6,1899,2,486,2
15,3,1989,56,585,2
15,8,925,89,346,2
30,3,1439,20,678,2
30,3,628,50,575,2
30,1,1230,49,662,2
30,1,1487,8,76,2
90,6,26,54,280,2
15,4,1492,19,192,2
15,5,864,25,51,2
15,5,871,65,281,2
45,7,642,38,473,2
15,1,4,57,641,2
120,2,979,70,318,2
120,3,77,55,147,2
30,1,1229,71,527,2
15,3,1883,80,400,2
15,6,4517,135,54,2
15,15,3512,187,360,2
15,7,2785,178,269,2
105,5,2461,135,43,2
75,15,6805,194,221,2
120,8,3551,144,204,2
15,11,5931,145,115,2
15,8,2376,190,24,2
15,13,4033,128,17,2
75,14,4717,157,17,2
15,10,4652,198,100,2
15,11,6584,196,280,2
105,11,4877,153,131,2
15,15,6492,183,234,2
75,9,3465,119,323,2
75,7,6463,138,267,2
60,8,2123,118,90,2
120,4,3966,113,218,2
15,11,4594,185,108,2
30,3,3932,126,92,2
45,6,5141,137,89,2
15,8,6433,130,217,2
45,10,4737,179,257,2
90,16,4243,161,180,2
45,4,4325,158,181,2
15,11,3908,135,194,2
60,14,5937,140,278,2
15,16,6750,133,71,2
60,7,3804,139,305,2
15,7,3075,165,27,2
15,2,3937,110,97,2
15,1,6444,114,330,2
15,9,5215,114,95,2
15,6,3265,175,85,2
15,6,3387,158,219,2
45,14,6133,127,153,2
45,3,3492,157,220,2
15,13,4478,159,283,2
30,12,4286,180,26,2
15,12,5273,142,284,2
15,8,3642,118,28,2
15,9,2484,136,356,2
15,14,3727,146,365,2
75,7,3882,184,268,2
15,9,4166,190,21,2
15,1,6039,108,62,2
60,7,2365,199,23,2
30,13,5533,163,191,2
90,7,3483,132,21,2
15,4,5057,129,184,2
45,3,5588,174,282,2
30,12,6857,114,217,2
15,3,6698,108,339,2
15,4,3400,116,170,2
45,12,4905,192,294,2
15,15,6211,122,40,2
15,12,4007,190,364,2
60,9,6512,120,256,2
15,12,4964,117,280,2
15,2,5649,108,357,2
15,13,6321,112,46,2
15,16,5600,104,62,2
15,11,2189,197,224,2
15,2,3920,176,61,2
15,8,3406,134,177,2
15,5,4515,126,306,2
15,3,6196,134,214,2
45,9,3577,143,222,2
15,12,5599,178,319,2
75,13,4824,136,191,2
15,16,5722,174,71,2
30,10,4777,130,125,2
90,10,3425,122,277,2
15,13,5793,106,77,2
60,8,6187,152,138,2
60,10,6967,163,66,2
90,2,6313,181,135,2
15,12,6381,145,296,2
15,3,5900,151,71,2
15,6,3527,167,98,2
30,14,2409,194,64,2
15,2,2737,200,218,2
45,1,2888,188,10,2
60,13,6967,117,140,2
45,12,6894,109,202,2
45,1,3039,170,189,2
45,13,4324,144,209,2
15,8,2801,163,101,2
15,16,4071,147,104,2
30,13,6177,161,16,2
30,10,3057,193,307,2
105,10,6972,184,343,2
15,11,5415,109,308,2
45,16,6127,157,165,2
75,9,5819,157,267,2
15,8,2972,158,268,2
30,6,6392,148,279,2
15,10,6510,160,26,2
45,6,5467,198,84,2
75,6,3628,162,61,2
15,2,5337,178,179,2
30,5,2831,151,195,2
15,6,5421,154,22,2
15,15,6894,123,170,2
15,3,2473,125,218,2
60,9,4874,170,350,2
15,7,4157,182,114,2
30,14,6659,143,247,2
45,4,3125,182,103,2
60,1,5047,186,304,2
30,1,3790,170,167,2
15,11,4405,190,135,2
30,12,5391,179,278,2
90,7,3313,145,230,2
30,3,3037,104,311,2
60,5,4382,138,82,2
15,11,5767,142,118,2
105,7,5661,148,302,2
15,14,2605,109,272,2
45,2,6116,174,334,2
90,14,2278,159,248,2
15,11,3362,162,278,2
75,9,3261,136,292,2
15,13,4763,110,255,2
15,5,6710,177,206,2
30,3,3092,179,317,2
60,3,4890,168,218,2
30,12,5423,114,133,2
75,6,4653,125,95,2
15,9,2194,162,9,2
45,8,5650,170,235,2
105,1,6044,190,293,2
60,8,6349,177,260,2
15,1,6480,177,54,2
30,3,5608,152,242,2
120,9,6070,118,222,2
15,14,3019,136,6,2
30,8,5904,196,64,2
30,6,5040,161,269,2
120,14,3456,116,48,2
75,13,4413,148,99,2
75,15,3258,119,119,2
30,2,3315,118,347,2
60,15,3335,118,62,2
90,4,2664,192,189,2
60,12,2872,107,251,2
15,4,5510,181,248,2
30,7,6635,184,72,2
30,6,4905,146,323,2
15,16,3051,117,198,2
15,3,4270,152,308,2
30,14,5102,196,78,2
15,4,2005,134,363,2
60,13,3941,128,241,2
15,13,2015,191,286,2
30,4,5447,106,194,2
15,5,3694,195,20,2
45,1,5457,133,118,2
45,14,5662,143,317,2
60,4,6689,160,141,2
15,12,5865,171,277,2
90,4,6888,155,11,2
120,1,5656,148,274,2
30,1,4609,108,364,2
15,1,2445,189,92,2
15,9,4542,197,240,2
90,6,4964,116,15,2
15,4,6376,121,119,2
15,16,6782,133,313,2
15,11,5883,109,268,2
60,1,5127,180,162,2
30,9,5949,173,358,2
15,7,5817,106,259,2
60,12,5458,115,250,2
15,8,6068,102,114,2
15,11,5906,148,187,2
60,5,5581,137,68,2
15,13,2102,170,242,2
45,15,5122,119,161,2
30,1,3136,191,346,2
60,9,5131,164,107,2
45,13,8752,242,712,2
15,3,8003,329,394,2
15,21,8893,320,638,2
15,23,9503,315,729,2
15,19,7603,260,392,2
15,15,7551,328,668,2
120,14,9288,212,402,2
30,19,7127,252,583,2
15,4,9286,296,428,2
75,3,7930,309,461,2
30,9,9498,284,518,2
60,16,7361,319,477,2
45,9,7061,314,588,2
30,17,9999,273,382,2
15,3,8235,307,661,2
15,16,7425,243,668,2
15,15,7409,286,695,2
15,3,8644,332,462,2
45,19,7766,279,597,2
15,7,8011,298,407,2
15,22,7911,217,649,2
15,21,7868,261,721,2
15,21,8989,320,456,2
30,12,9778,307,648,2
15,10,9853,200,628,2
45,10,9663,307,418,2
15,8,8860,291,396,2
75,21,7490,250,664,2
75,15,8165,290,643,2
15,13,9117,237,671,2
60,21,9869,325,693,2
45,7,9039,334,432,2
15,1,7613,300,516,2
15,10,9117,217,658,2
120,12,8873,260,386,2
30,20,7464,301,515,2
15,20,7684,215,423,2
15,19,8071,227,558,2
15,15,9831,210,504,2
45,3,9061,347,433,2
30,19,8593,322,624,2
30,22,7033,207,442,2
15,12,7306,305,698,2
15,23,7596,228,471,2
60,7,9860,338,560,2
15,22,7904,349,563,2
15,5,8675,345,724,2
45,15,9364,202,653,2
60,15,7713,211,473,2
15,21,9759,330,679,2
75,3,9994,294,690,2
15,7,9111,279,685,2
90,20,8025,317,537,2
15,8,9509,263,673,2
60,13,7919,201,585,2
15,20,8143,344,607,2
15,9,7777,234,700,2
60,6,9673,330,550,2
60,22,8949,295,442,2
15,20,7586,267,443,2
30,11,8500,212,712,2
15,2,9508,231,539,2
15,14,8331,324,627,2
105,17,9045,232,562,2
30,19,7225,348,563,2
15,21,8062,322,691,2
15,8,8399,264,647,2
30,20,8964,230,562,2
45,9,7468,302,393,2
15,13,7004,212,643,2
30,10,8982,332,478,2
45,12,7017,253,434,2
15,12,7487,221,699,2
45,1,7886,237,724,2
45,2,9530,288,378,2
15,15,7073,257,402,2
45,15,7008,303,475,2
120,20,8905,235,550,2
30,19,9769,282,513,2
60,9,9487,228,416,2
30,2,9298,345,609,2
15,8,8888,289,377,2
15,13,7654,201,646,2
105,15,8924,213,587,2
75,15,7692,218,533,2
30,18,7603,277,608,2
15,5,7556,332,662,2
15,17,8031,210,641,2
30,12,9461,243,441,2
15,23,7077,210,701,2
45,16,8673,246,548,2
15,5,7018,348,482,2
45,22,9919,214,447,2
45,14,8004,334,442,2
75,3,9917,308,527,2
30,1,8445,306,396,2
30,15,8759,311,436,2
30,3,7921,315,554,2
15,3,9049,276,543,2
30,19,7373,225,494,2
15,2,8304,285,592,2
15,2,8288,261,706,2
15,14,7693,334,626,2
60,4,7247,290,374,2
15,15,7422,329,724,2
60,17,8929,331,473,2
15,13,7713,245,608,2
15,5,9655,214,372,2
15,21,8395,302,674,2
45,18,9484,286,401,2
60,19,9523,259,565,2
15,8,8509,252,723,2
30,10,9653,278,414,2
15,16,7014,266,557,2
15,11,7271,257,683,2
15,6,8176,270,582,2
15,1,8380,262,445,2
15,15,9409,235,471,2
15,5,7412,349,445,2
105,13,9895,321,561,2
15,11,8631,278,546,2
45,21,8214,212,546,2
45,8,9658,252,537,2
15,19,7184,256,599,2
60,12,8379,242,618,2
15,4,8219,332,506,2
120,16,8016,269,543,2
15,13,7809,308,653,2
15,4,8839,289,420,2
15,8,9432,265,571,2
15,10,8987,272,487,2
15,3,7760,345,490,2
15,9,7057,238,447,2
60,17,8745,270,384,2
30,1,8839,271,496,2
15,7,8944,232,466,2
30,13,8113,255,678,2
15,14,9067,312,678,2
30,8,9140,300,396,2
15,21,8372,229,463,2
15,16,9785,231,621,2
60,4,7189,277,506,2
75,17,7515,289,434,2
15,16,9000,260,448,2
15,14,8659,244,473,2
15,2,9850,285,554,2
15,4,7371,341,520,2
30,16,8380,284,709,2
45,4,9178,246,511,2
60,1,9218,215,568,2
15,16,7436,214,381,2
15,19,8434,326,593,2
15,21,9191,347,725,2
45,15,8182,334,697,2
15,23,9170,211,555,2
15,16,9375,247,405,2
15,14,9231,218,444,2
120,6,9665,233,380,2
30,10,7551,332,392,2
45,3,7692,202,423,2
15,19,8255,288,434,2
30,15,8986,233,428,2
15,22,7770,229,372,2
45,1,7419,319,575,2
105,4,8557,328,722,2
45,6,9479,236,411,2
120,21,7112,241,372,2
15,2,1218,2,358,2
105,1,498,16,473,2
45,6,1522,22,415,2
15,6,69,33,21,2
15,1,503,7,265,2
45,4,304,21,395,2
60,3,685,30,572,2
15,5,986,96,154,2
45,2,1781,85,564,2
15,3,1466,55,193,2
45,5,1462,69,153,2
15,5,348,4,342,2
45,8,688,1,17,2
15,8,1372,38,243,2
30,3,840,35,676,2
30,7,657,69,344,2
15,6,194,31,135,2
15,4,853,88,434,2
75,4,1290,44,328,2
15,6,33,4,178,2
30,4,869,30,78,2
15,6,516,56,47,2
15,5,635,99,443,2
120,6,252,48,215,2
15,8,1057,29,44,2
30,4,638,81,33,2
30,4,1350,57,336,2
15,6,915,58,345,2
15,4,1093,57,123,2
30,2,335,42,6,2
60,3,474,94,448,2
45,8,21,59,215,2
45,7,964,11,502,2
60,4,970,62,495,2
120,3,430,95,528,2
15,5,679,61,180,2
15,8,799,50,136,2
60,3,1043,5,338,2
15,1,1958,83,329,2
30,5,1160,39,216,2
15,6,1265,87,305,2
15,7,893,89,699,2
15,2,1695,9,605,2
45,3,1010,43,555,2
30,4,873,79,215,2
15,3,1270,18,56,2
30,5,1491,21,258,2
15,3,181,66,540,2
60,3,1813,58,127,2
15,8,1860,74,328,2
45,2,1057,82,305,2
15,4,1256,75,411,2
75,1,1045,91,642,2
15,4,327,53,99,2
90,4,244,46,415,2
15,5,197,16,533,2
60,4,790,84,727,2
15,5,656,88,431,2
75,7,375,78,214,2
60,8,1432,97,553,2
30,4,915,17,488,2
30,8,1561,54,124,2
15,6,1069,3,470,2
15,3,1822,58,657,2
15,3,292,43,156,2
60,6,437,96,447,2
30,7,102,81,229,2
15,7,662,55,643,2
120,7,619,7,180,2
30,8,470,46,530,2
60,6,1846,81,428,2
45,4,1347,94,431,2
15,5,1433,94,214,2
15,8,1207,72,571,2
30,6,671,59,209,2
15,7,1406,18,365,2
120,7,403,28,538,2
15,6,1099,86,199,2
45,7,913,47,263,2
60,8,1162,19,625,2
15,8,135,33,656,2
60,1,642,55,334,2
30,7,261,66,376,2
120,8,702,33,538,2
15,3,1790,72,267,2
15,4,154,48,506,2
15,8,1496,77,148,2
15,8,397,1,59,2
15,8,201,5,52,2
90,4,629,94,483,2
75,2,948,88,710,2
30,4,1027,93,517,2
30,4,1033,11,416,2
15,8,1021,26,443,2
15,4,1912,94,603,2
15,6,1845,37,315,2
60,2,1560,67,168,2
60,2,1981,52,24,2
45,6,509,85,356,2
15,3,585,21,344,2
60,6,109,92,48,2
15,3,2000,28,255,2
15,2,682,49,35,2
30,1,1481,14,564,2
45,5,1460,85,669,2
30,7,1304,37,301,2
15,6,5,57,590,2
15,4,1663,15,544,2
30,2,36,65,690,2
30,5,1934,37,496,2
30,8,1960,67,54,2
120,8,298,98,216,2
60,3,240,99,264,2
15,6,1890,51,414,2
30,8,1719,64,368,2
105,8,1737,91,43,2
15,5,1549,78,724,2
15,1,1038,3,303,2
30,6,1902,73,49,2
15,2,1755,70,620,2
30,2,86,80,660,2
45,2,1190,34,613,2
15,1,192,94,257,2
90,6,186,9,324,2
15,6,978,49,575,2
45,2,320,97,317,2
15,6,1635,66,32,2
105,2,232,21,437,2
30,6,962,94,79,2
60,8,560,95,577,2
120,1,1703,21,249,2
15,7,1711,8,92,2
45,5,770,12,320,2
15,4,1412,33,511,2
15,6,1354,94,543,2
60,1,1954,63,208,2
15,6,724,41,537,2
15,5,727,4,259,2
60,1,778,38,126,2
90,8,76,80,405,2
90,2,1119,17,30,2
30,1,809,3,382,2
15,7,1126,94,541,2
90,3,957,26,527,2
15,2,1876,6,489,2
15,2,25,37,425,2
45,5,420,69,308,2
15,6,498,12,468,2
30,5,1581,92,36,2
15,1,357,2,46,2
30,6,953,7,531,2
15,7,1399,48,79,2
90,2,35,9,708,2
45,5,1032,9,503,2
105,1,1827,45,724,2
30,1,977,35,226,2
45,10,3717,123,125,2
15,4,6548,158,82,2
15,6,5461,152,338,2
30,8,4152,178,154,2
30,9,5329,193,260,2
60,3,3955,170,60,2
15,6,5277,139,69,2
45,5,4696,176,150,2
30,11,3864,194,102,2
15,4,2507,190,265,2
15,9,2627,131,21,2
15,10,4268,111,193,2
30,11,3507,121,146,2
45,16,4930,168,54,2
15,4,3848,132,121,2
15,15,4832,124,137,2
30,6,2703,133,287,2
30,7,3104,184,158,2
45,12,4127,167,41,2
45,5,4305,134,232,2
15,15,6776,184,64,2
45,6,4522,168,180,2
30,6,6539,171,233,2
15,6,4547,198,248,2
15,2,4202,130,14,2
45,6,6758,107,1,2
15,12,6515,151,122,2
60,9,2267,146,25,2
30,7,6239,129,299,2
60,10,3079,124,137,2
30,13,6770,183,20,2
15,12,4993,181,202,2
15,16,6999,189,15,2
15,2,3716,144,17,2
75,11,4201,138,2,2
105,2,4635,141,221,2
15,15,5455,102,331,2
30,5,6839,155,301,2
15,5,3331,170,30,2
15,10,5287,177,100,2
15,7,4413,155,127,2
15,11,3601,184,204,2
15,7,4245,151,216,2
15,4,4052,182,286,2
60,8,3103,101,193,2
30,14,4129,139,184,2
45,14,5759,149,172,2
15,8,4097,186,352,2
75,10,4434,142,16,2
75,3,5944,129,131,2
15,3,5395,145,43,2
15,9,2752,186,358,2
30,5,5601,118,143,2
15,7,6550,195,216,2
60,5,3066,101,218,2
75,7,6960,151,69,2
60,9,5755,137,270,2
45,15,5341,199,262,2
30,5,4307,103,363,2
30,16,4354,172,50,2
15,5,5287,180,100,2
75,6,4077,186,226,2
15,7,3285,197,142,2
15,11,5021,130,304,2
15,1,4027,130,125,2
15,14,5485,196,104,2
120,2,6810,181,44,2
120,3,5516,170,319,2
15,13,5055,126,352,2
15,6,5500,106,303,2
75,7,2893,121,226,2
15,9,6652,137,312,2
45,5,5609,153,250,2
15,14,5239,141,274,2
15,1,3846,143,227,2
120,15,2614,191,276,2
15,10,5873,169,65,2
30,15,5961,131,246,2
45,1,4427,198,234,2
90,12,2425,148,33,2
45,13,4039,136,296,2
15,14,3263,122,179,2
75,10,2342,107,234,2
15,8,6260,116,284,2
90,11,2078,141,292,2
60,6,4521,108,127,2
15,12,4232,133,137,2
15,4,5110,197,27,2
30,6,4397,106,136,2
15,13,4330,111,195,2
45,3,4195,185,267,2
30,15,5178,110,261,2
45,12,6261,179,127,2
15,4,2515,191,235,2
60,14,2708,166,363,2
15,8,4912,172,312,2
30,10,5913,134,158,2
15,3,4855,161,119,2
15,2,5988,142,335,2
60,16,6899,155,163,2
75,15,2340,199,23,2
15,12,5001,164,185,2
15,16,5724,142,167,2
15,6,6592,116,203,2
30,2,4530,148,13,2
45,13,6174,148,300,2
60,5,5224,108,207,2
15,5,6950,137,15,2
60,7,4165,148,171,2
15,10,3296,164,238,2
15,3,4404,159,280,2
15,16,3791,153,42,2
60,3,4791,145,201,2
30,5,4384,120,328,2
15,1,2239,183,23,2
15,12,2456,148,276,2
15,13,6103,134,292,2
15,7,5291,115,48,2
15,13,6399,142,339,2
45,5,3403,107,202,2
15,8,6070,179,154,2
45,6,2993,191,215,2
60,13,5294,152,271,2
60,14,2848,165,220,2
15,3,4701,197,185,2
75,12,6956,115,131,2
105,2,4808,125,151,2
30,9,6432,143,115,2
45,15,6428,176,38,2
90,12,4308,170,272,2
15,4,5726,182,126,2
15,10,4004,144,31,2
120,16,2543,181,187,2
30,12,2677,145,17,2
15,4,4311,160,198,2
15,12,6401,189,192,2
30,3,4535,105,114,2
45,10,2563,193,161,2
30,16,2122,150,290,2
15,3,4526,100,31,2
30,9,2045,169,311,2
45,3,4688,102,217,2
30,3,4455,123,93,2
15,4,3909,123,180,2
30,6,2002,135,306,2
120,7,3561,167,187,2
60,5,6735,196,229,2
60,8,4180,118,343,2
45,10,5431,113,67,2
45,10,5247,169,267,2
15,13,4456,118,164,2
15,11,5471,132,336,2
30,10,4269,110,341,2
75,12,2926,172,4,2
45,9,2368,103,228,2
75,5,6668,132,319,2
15,10,5259,185,220,2
15,10,3622,123,218,2
15,11,2956,195,297,2
30,2,2205,128,280,2
45,16,4213,169,305,2
15,15,4039,200,346,2
60,10,2340,186,84,2
15,11,5843,189,328,2
75,10,3549,160,362,2
30,12,4431,120,323,2
15,6,3595,115,128,2
15,10,4543,103,188,2
45,3,6890,154,260,2
15,6,5671,134,38,2
15,5,3076,188,6,2
15,3,3422,148,246,2
120,16,3930,101,179,2
15,15,6440,180,212,2
75,9,3848,164,308,2
60,14,2815,182,156,2
60,5,5914,143,44,2
15,8,6484,192,318,2
15,7,3106,123,315,2
60,9,3574,160,19,2
15,12,4075,103,277,2
60,8,6938,188,352,2
15,1,5088,132,70,2
15,14,4943,115,143,2
60,6,5899,171,77,2
75,10,8330,237,722,2
45,11,8181,262,569,2
30,4,9932,334,379,2
60,23,9819,264,420,2
30,23,7481,259,709,2
15,21,7720,326,605,2
15,1,7594,274,607,2
90,12,7533,300,534,2
60,4,7996,349,522,2
30,1,9953,255,420,2
15,23,8298,260,403,2
45,7,9965,307,471,2
30,3,9769,250,723,2
15,9,7489,254,689,2
15,13,9550,230,494,2
75,23,7084,284,444,2
30,1,8684,301,584,2
30,6,7705,289,646,2
15,5,8977,325,727,2
105,12,9946,228,727,2
15,21,9854,335,424,2
15,14,8816,348,470,2
75,11,8734,219,553,2
15,19,8883,287,621,2
45,22,8229,348,595,2
15,4,8539,335,702,2
30,15,8376,309,446,2
15,4,7734,233,438,2
15,13,8842,269,718,2
30,20,7547,278,696,2
75,18,7743,310,487,2
15,12,8546,275,402,2
30,1,8570,294,474,2
15,10,9045,211,546,2
15,1,7949,290,618,2
15,23,9628,272,397,2
30,15,8265,268,449,2
60,12,7956,320,724,2
15,22,7579,293,418,2
105,16,8837,293,438,2
15,14,7994,315,584,2
120,10,9732,322,467,2
30,19,8818,282,482,2
15,9,9062,203,415,2
30,3,7428,330,619,2
15,12,7942,345,423,2
15,7,8666,341,692,2
15,21,7455,253,380,2
90,2,9933,308,609,2
30,3,8462,319,442,2
45,6,7248,282,417,2
15,19,7536,226,518,2
15,4,9326,201,429,2
120,2,7763,222,527,2
45,1,8521,291,694,2
75,5,9112,332,526,2
75,11,9152,219,495,2
45,21,7154,228,639,2
15,2,7375,345,446,2
15,19,7534,256,602,2
15,1,9493,206,431,2
30,8,7057,268,466,2
75,5,7032,301,637,2
15,5,8582,296,628,2
75,10,8234,305,483,2
120,2,7815,290,635,2
120,16,8948,274,500,2
15,18,9041,300,629,2
15,3,7961,280,561,2
15,8,9662,265,393,2
30,7,9340,347,692,2
15,4,9637,254,568,2
15,17,8779,250,580,2
60,19,8688,341,410,2
45,7,8078,231,656,2
15,7,7298,254,426,2
15,9,7814,260,660,2
15,21,7037,254,699,2
15,15,8137,241,651,2
15,16,8404,241,458,2
60,14,9138,328,654,2
15,3,9809,309,685,2
15,15,7058,256,447,2
15,1,8887,316,584,2
45,5,9716,342,477,2
15,4,8150,248,440,2
15,7,7628,234,542,2
15,18,8001,278,665,2
15,5,7655,279,505,2
30,16,8251,273,677,2
60,6,9455,333,389,2
45,11,8259,228,373,2
15,11,7178,214,717,2
15,14,8530,299,655,2
30,5,7147,257,646,2
30,23,7377,239,589,2
120,23,8439,313,671,2
45,16,9842,248,692,2
30,15,9311,336,600,2
15,5,9667,233,579,2
75,15,7253,302,627,2
60,20,8882,260,497,2
30,1,7643,334,616,2
30,12,9221,240,427,2
60,20,9643,294,369,2
15,20,9878,218,489,2
15,19,7200,216,530,2
15,11,7572,233,679,2
15,10,8493,204,616,2
15,16,8438,298,393,2
30,9,9890,208,394,2
15,2,8856,268,375,2
105,18,7053,311,474,2
60,4,8720,254,517,2
15,7,9338,283,709,2
60,16,8736,265,406,2
15,2,9875,314,563,2
105,10,7446,241,368,2
15,10,7323,263,634,2
60,20,7726,289,489,2
15,1,7080,257,624,2
30,3,7589,310,713,2
15,17,9302,290,523,2
30,9,7568,221,457,2
15,9,9153,267,422,2
15,10,9715,312,538,2
15,9,8843,281,422,2
15,10,7942,260,637,2
15,14,7736,328,394,2
15,5,7952,202,518,2
15,21,9056,264,423,2
15,1,7458,317,488,2
15,16,9498,268,445,2
120,22,7860,222,413,2
15,4,7924,310,474,2
30,21,8678,335,681,2
45,8,7149,260,584,2
60,16,7573,211,696,2
75,3,9529,231,456,2
30,7,9165,257,688,2
120,20,8289,225,610,2
30,23,9033,293,682,2
15,17,9181,254,437,2
45,12,8627,288,396,2
15,3,7435,350,656,2
45,14,8726,247,579,2
15,12,9761,334,578,2
15,11,8347,253,441,2
15,2,9677,278,656,2
15,13,8395,289,413,2
30,15,7211,342,611,2
15,20,8710,232,391,2
30,2,8495,314,384,2
75,5,8289,208,543,2
15,4,8980,323,493,2
60,10,7123,331,480,2
15,20,8972,230,660,2
30,18,8952,232,439,2
60,15,8764,291,576,2
45,12,9448,263,400,2
15,23,8109,242,418,2
45,4,8052,296,465,2
30,3,648,67,695,2
15,3,454,97,691,2
15,6,1460,21,150,2
60,2,1173,24,489,2
15,8,585,6,716,2
45,1,1447,63,120,2
60,4,1434,44,138,2
45,4,652,72,684,2
15,7,1622,63,316,2
15,6,1857,97,20,2
15,5,541,22,309,2
75,6,1414,70,615,2
15,7,1640,78,702,2
60,8,946,76,319,2
15,6,1855,53,701,2
30,4,16,32,125,2
15,8,427,19,408,2
15,2,924,19,683,2
45,3,267,70,684,2
45,2,946,31,112,2
15,8,1276,28,203,2
15,7,1970,55,525,2
15,3,837,33,430,2
45,4,935,4,533,2
15,3,182,53,206,2
15,6,166,77,698,2
15,7,1204,11,685,2
75,3,682,10,558,2
60,6,1966,46,513,2
45,7,239,41,177,2
15,7,1321,45,304,2
30,1,880,46,379,2
45,7,1687,16,262,2
15,8,1764,26,334,2
120,3,1312,26,182,2
30,3,533,83,14,2
45,8,540,32,331,2
60,3,752,56,546,2
15,8,693,44,195,2
15,1,78,4,452,2
45,8,965,42,123,2
15,5,882,45,408,2
60,1,143,62,449,2
45,1,1215,41,140,2
15,6,1877,48,132,2
15,5,1387,51,264,2
15,5,318,55,62,2
15,6,1848,9,57,2
15,5,372,53,123,2
15,2,4,39,526,2
60,7,216,64,707,2
15,1,468,62,724,2
15,4,1922,4,345,2
15,8,1589,24,315,2
15,3,1427,48,445,2
75,2,911,37,509,2
30,7,110,92,602,2
15,2,1205,28,39,2
15,2,863,97,685,2
15,4,1489,38,301,2
15,8,85,6,35,2
15,6,480,39,499,2
75,6,1090,52,573,2
15,6,23,92,40,2
15,2,1461,7,350,2
15,4,872,12,337,2
30,2,1086,99,78,2
45,5,116,97,281,2
15,1,387,47,415,2
75,5,806,20,674,2
60,2,1517,60,113,2
15,8,1595,74,348,2
90,3,1282,31,356,2
75,3,1429,36,234,2
45,6,1225,74,294,2
15,1,1711,92,133,2
30,6,1395,60,416,2
60,7,1601,9,137,2
15,6,1025,19,527,2
15,5,351,81,16,2
75,7,1236,68,322,2
120,6,1911,87,84,2
60,7,1278,84,466,2
15,1,785,48,158,2
15,1,280,9,191,2
120,2,744,17,437,2
15,8,1838,29,140,2
90,5,877,34,438,2
120,1,426,71,325,2
15,1,940,19,636,2
15,4,1282,89,269,2
30,2,1653,74,122,2
15,5,1163,40,410,2
30,6,98,46,530,2
60,6,1669,89,140,2
30,5,32,8,517,2
30,2,1842,56,62,2
75,8,172,16,591,2
15,5,927,99,339,2
15,4,1125,83,36,2
90,1,1877,46,242,2
45,5,29,97,15,2
120,7,135,55,131,2
30,5,29,87,532,2
15,3,916,17,103,2
15,6,83,23,546,2
120,3,174,46,59,2
45,5,1268,89,482,2
30,6,1596,92,249,2
15,6,1618,50,611,2
15,2,1551,58,711,2
60,3,1649,12,149,2
30,7,1282,97,413,2
60,7,690,51,206,2
30,6,519,60,655,2
15,4,1345,85,460,2
30,3,51,73,399,2
15,4,1152,75,338,2
15,5,1583,50,456,2
15,8,577,94,467,2
120,1,1338,12,356,2
30,5,1084,25,32,2
45,6,1889,100,618,2
45,5,1063,95,310,2
45,1,621,44,627,2
15,7,307,92,389,2
15,5,543,37,184,2
15,4,248,47,377,2
45,6,930,39,599,2
30,6,1153,38,571,2
30,8,1985,97,415,2
15,2,230,38,590,2
30,6,1467,39,34,2
30,1,984,26,605,2
15,3,706,89,322,2
30,3,1439,44,455,2
45,2,619,35,181,2
15,2,914,70,160,2
30,2,840,41,427,2
45,2,1581,68,262,2
15,6,1799,21,69,2
75,6,365,92,137,2
15,6,943,29,101,2
60,7,458,28,173,2
15,5,1151,99,171,2
30,3,1549,15,516,2
60,2,841,44,365,2
105,4,1273,30,201,2
60,3,1478,99,309,2
60,5,458,26,360,2
60,3,834,93,490,2
15,1,1923,62,626,2
15,4,1176,87,131,2
15,4,695,16,668,2
15,8,1419,96,713,2
75,2,1074,93,139,2
15,7,109,61,206,2
30,2,205,32,257,2
15,7,424,42,361,2
75,3,1041,4,93,2
30,1,61,90,722,2
60,5,1551,13,500,2
45,1,1651,54,723,2
30,7,1236,94,436,2
45,5,1514,7,267,2
15,3,1713,47,505,2
15,7,1779,3,684,2
60,4,1050,51,587,2
15,6,135,58,670,2
15,2,1480,23,674,2
15,6,451,4,15,2
75,4,1261,6,276,2
15,10,6311,200,224,2
30,2,3927,133,105,2
90,3,6908,135,249,2
45,6,4167,154,78,2
15,5,2194,200,216,2
15,14,4921,179,145,2
45,7,6708,187,165,2
30,8,6870,132,8,2
60,12,2770,143,325,2
45,8,4762,122,223,2
75,3,4510,145,309,2
15,11,3576,159,200,2
15,2,6601,168,194,2
15,12,4279,194,149,2
15,1,2146,125,307,2
60,5,6965,101,232,2
15,10,4626,107,240,2
15,3,5454,160,320,2
15,2,6233,152,111,2
30,14,6336,135,207,2
15,11,3488,166,343,2
15,1,3427,141,262,2
30,2,3623,126,88,2
45,1,2782,183,178,2
15,16,3862,113,332,2
15,3,6121,123,132,2
15,12,6927,109,329,2
15,13,2725,166,323,2
15,10,4334,174,119,2
60,10,3555,162,6,2
30,13,4889,136,5,2
15,8,5318,196,33,2
15,10,2484,144,59,2
60,10,2296,107,110,2
15,16,5753,189,117,2
90,9,5707,131,215,2
