PRODUCT_TK,VERSION,DATE_FROM,DATE_TO,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_DELETED,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_UNIT_COST,PRODUCT_CURRENCY_ID,PRODUCT_UNIT_PRICE,PRODUCT_URL,PRODUCT_IMAGE,PRODUCT_CATEGORY_ID,PRODUCT_CATEGORY_NAME,PRODUCT_CATEGORY_DESCRIPTION,PRODUCT_CATEGORY_DELETED
1262,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1262,Johnson Corn Puffs,Not Set,No,73040736317,73040736317,Not Set,0.684,N/A,0.76,Not Set,Not Set,35,Breakfast Foods,Not Set,0
1263,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1263,Johnson Wheat Puffs,Not Set,No,96476473212,96476473212,Not Set,0.747,N/A,0.83,Not Set,Not Set,35,Breakfast Foods,Not Set,0
1264,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1264,Johnson Grits,Not Set,No,43006625771,43006625771,Not Set,2.115,N/A,2.35,Not Set,Not Set,35,Breakfast Foods,Not Set,0
1265,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1265,Pleasant Canned Beets,Not Set,No,59582259058,59582259058,Not Set,0.648,N/A,0.72,Not Set,Not Set,62,Vegetables,Not Set,0
1266,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1266,Pleasant Creamed Corn,Not Set,No,65350177884,65350177884,Not Set,1.062,N/A,1.18,Not Set,Not Set,62,Vegetables,Not Set,0
1267,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1267,Pleasant Canned String Beans,Not Set,No,16044406294,16044406294,Not Set,1.44,N/A,1.6,Not Set,Not Set,62,Vegetables,Not Set,0
1268,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1268,Pleasant Chicken Soup,Not Set,No,81050091385,81050091385,Not Set,1.17,N/A,1.3,Not Set,Not Set,58,Canned Soup,Not Set,0
1269,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1269,Pleasant Canned Yams,Not Set,No,12199127078,12199127078,Not Set,3.573,N/A,3.97,Not Set,Not Set,62,Vegetables,Not Set,0
1270,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1270,Pleasant Vegetable Soup,Not Set,No,46442578434,46442578434,Not Set,2.421,N/A,2.69,Not Set,Not Set,58,Canned Soup,Not Set,0
1271,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1271,Pleasant Canned Tomatos,Not Set,No,36829380393,36829380393,Not Set,3.15,N/A,3.5,Not Set,Not Set,62,Vegetables,Not Set,0
1272,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1272,Pleasant Noodle Soup,Not Set,No,16408467888,16408467888,Not Set,2.232,N/A,2.48,Not Set,Not Set,58,Canned Soup,Not Set,0
1273,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1273,Pleasant Regular Ramen Soup,Not Set,No,66033036112,66033036112,Not Set,2.979,N/A,3.31,Not Set,Not Set,58,Canned Soup,Not Set,0
1274,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1274,Pleasant Chicken Noodle Soup,Not Set,No,38752020001,38752020001,Not Set,1.179,N/A,1.31,Not Set,Not Set,58,Canned Soup,Not Set,0
1275,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1275,Pleasant Turkey Noodle Soup,Not Set,No,33712224364,33712224364,Not Set,1.053,N/A,1.17,Not Set,Not Set,58,Canned Soup,Not Set,0
1276,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1276,Pleasant Beef Soup,Not Set,No,96647673249,96647673249,Not Set,1.287,N/A,1.43,Not Set,Not Set,58,Canned Soup,Not Set,0
1277,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1277,Pleasant Canned Peas,Not Set,No,60845643877,60845643877,Not Set,2.286,N/A,2.54,Not Set,Not Set,62,Vegetables,Not Set,0
1278,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1278,Pleasant Chicken Ramen Soup,Not Set,No,62040160298,62040160298,Not Set,2.538,N/A,2.82,Not Set,Not Set,58,Canned Soup,Not Set,0
1279,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1279,Pleasant Canned Tuna in Water,Not Set,No,85475897192,85475897192,Not Set,2.664,N/A,2.96,Not Set,Not Set,93,Canned Tuna,Not Set,0
1280,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1280,Pleasant Canned Tuna in Oil,Not Set,No,32006049752,32006049752,Not Set,1.233,N/A,1.37,Not Set,Not Set,93,Canned Tuna,Not Set,0
1281,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1281,Pleasant Large Canned Shrimp,Not Set,No,48581683039,48581683039,Not Set,2.493,N/A,2.77,Not Set,Not Set,94,Canned Shrimp,Not Set,0
1282,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1282,Pleasant Fancy Canned Anchovies,Not Set,No,54349601864,54349601864,Not Set,3.096,N/A,3.44,Not Set,Not Set,95,Canned Anchovies,Not Set,0
1283,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1283,Pleasant Fancy Canned Clams,Not Set,No,16260871291,16260871291,Not Set,0.711,N/A,0.79,Not Set,Not Set,96,Canned Clams,Not Set,0
1284,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1284,Pleasant Fancy Canned Oysters,Not Set,No,81266556382,81266556382,Not Set,2.187,N/A,2.43,Not Set,Not Set,97,Canned Oysters,Not Set,0
1285,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1285,Pleasant Fancy Canned Sardines,Not Set,No,91198551058,91198551058,Not Set,1.683,N/A,1.87,Not Set,Not Set,98,Canned Sardines,Not Set,0
1286,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1286,Pleasant Rice Soup,Not Set,No,35442002415,35442002415,Not Set,0.81,N/A,0.9,Not Set,Not Set,58,Canned Soup,Not Set,0
1287,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1287,Toucan Canned Mixed Fruit,Not Set,No,25828804373,25828804373,Not Set,1.26,N/A,1.4,Not Set,Not Set,3,Fruit,Not Set,0
1288,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1288,Toucan Canned Peaches,Not Set,No,95407891869,95407891869,Not Set,1.242,N/A,1.38,Not Set,Not Set,3,Fruit,Not Set,0
1289,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1289,Toretti Rosy Sunglasses,Not Set,No,55032460093,55032460093,Not Set,1.089,N/A,1.21,Not Set,Not Set,89,Specialty,Not Set,0
1290,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1290,Framton Eyeglass Screwdriver,Not Set,No,27751443982,27751443982,Not Set,2.889,N/A,3.21,Not Set,Not Set,103,Hardware,Not Set,0
1291,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1291,Framton City Map,Not Set,No,22711648344,22711648344,Not Set,2.07,N/A,2.3,Not Set,Not Set,102,Miscellaneous,Not Set,0
1292,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1292,Booker Low Fat Cottage Cheese,Not Set,No,54668398499,54668398499,Not Set,2.997,N/A,3.33,Not Set,Not Set,15,Dairy,Not Set,0
1293,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1293,Booker Low Fat Sour Cream,Not Set,No,49581395983,49581395983,Not Set,1.296,N/A,1.44,Not Set,Not Set,14,Dairy,Not Set,0
1294,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1294,Booker Sour Cream,Not Set,No,50775912404,50775912404,Not Set,1.548,N/A,1.72,Not Set,Not Set,14,Dairy,Not Set,0
1295,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1295,Booker Jack Cheese,Not Set,No,74211649298,74211649298,Not Set,1.665,N/A,1.85,Not Set,Not Set,11,Dairy,Not Set,0
1296,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1296,Booker Muenster Cheese,Not Set,No,20741801857,20741801857,Not Set,2.259,N/A,2.51,Not Set,Not Set,11,Dairy,Not Set,0
1297,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1297,Booker String Cheese,Not Set,No,37317435145,37317435145,Not Set,1.494,N/A,1.66,Not Set,Not Set,11,Dairy,Not Set,0
1298,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1298,Booker Low Fat String Cheese,Not Set,No,43085353970,43085353970,Not Set,1.206,N/A,1.34,Not Set,Not Set,11,Dairy,Not Set,0
1299,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1299,Booker Havarti Cheese,Not Set,No,94996623396,94996623396,Not Set,2.484,N/A,2.76,Not Set,Not Set,11,Dairy,Not Set,0
1300,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1300,Booker Head Cheese,Not Set,No,70002308487,70002308487,Not Set,1.305,N/A,1.45,Not Set,Not Set,11,Dairy,Not Set,0
1301,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1301,Booker Cheese Spread,Not Set,No,91151344180,91151344180,Not Set,0.846,N/A,0.94,Not Set,Not Set,11,Dairy,Not Set,0
1302,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1302,Booker Sharp Cheddar Cheese,Not Set,No,24177754521,24177754521,Not Set,1.665,N/A,1.85,Not Set,Not Set,11,Dairy,Not Set,0
1303,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1303,Booker Mild Cheddar Cheese,Not Set,No,14564556479,14564556479,Not Set,0.612,N/A,0.68,Not Set,Not Set,11,Dairy,Not Set,0
1304,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1304,Booker Large Curd Cottage Cheese,Not Set,No,84143643975,84143643975,Not Set,0.603,N/A,0.67,Not Set,Not Set,15,Dairy,Not Set,0
1305,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1305,Booker 2% Milk,Not Set,No,43768212199,43768212199,Not Set,0.513,N/A,0.57,Not Set,Not Set,76,Dairy,Not Set,0
1306,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1306,Booker Buttermilk,Not Set,No,16487196087,16487196087,Not Set,2.223,N/A,2.47,Not Set,Not Set,76,Dairy,Not Set,0
1307,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1307,Booker Chocolate Milk,Not Set,No,11447400450,11447400450,Not Set,1.188,N/A,1.32,Not Set,Not Set,76,Dairy,Not Set,0
1308,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1308,Booker 1% Milk,Not Set,No,43404150605,43404150605,Not Set,2.322,N/A,2.58,Not Set,Not Set,76,Dairy,Not Set,0
1309,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1309,Booker Whole Milk,Not Set,No,97602121233,97602121233,Not Set,3.114,N/A,3.46,Not Set,Not Set,76,Dairy,Not Set,0
1310,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1310,Booker Strawberry Yogurt,Not Set,No,74894507527,74894507527,Not Set,3.582,N/A,3.98,Not Set,Not Set,6,Dairy,Not Set,0
1311,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1311,Booker Blueberry Yogurt,Not Set,No,85645155310,85645155310,Not Set,2.898,N/A,3.22,Not Set,Not Set,6,Dairy,Not Set,0
1312,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1312,Lake Chicken Hot Dogs,Not Set,No,32175307869,32175307869,Not Set,1.377,N/A,1.53,Not Set,Not Set,81,Meat,Not Set,0
1313,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1313,Lake Pimento Loaf,Not Set,No,24848811030,24848811030,Not Set,3.528,N/A,3.92,Not Set,Not Set,91,Meat,Not Set,0
1314,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1314,Lake Beef Bologna,Not Set,No,30616729855,30616729855,Not Set,0.576,N/A,0.64,Not Set,Not Set,91,Meat,Not Set,0
1315,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1315,Lake Low Fat Bologna,Not Set,No,16430129408,16430129408,Not Set,1.602,N/A,1.78,Not Set,Not Set,91,Meat,Not Set,0
1316,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1316,Lake Turkey Hot Dogs,Not Set,No,81435814499,81435814499,Not Set,0.639,N/A,0.71,Not Set,Not Set,81,Meat,Not Set,0
1317,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1317,Lake Foot-Long Hot Dogs,Not Set,No,12584850192,12584850192,Not Set,2.034,N/A,2.26,Not Set,Not Set,81,Meat,Not Set,0
1318,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1318,Lake Low Fat Cole Slaw,Not Set,No,22926171422,22926171422,Not Set,0.837,N/A,0.93,Not Set,Not Set,16,Side Dishes,Not Set,0
1319,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1319,Lake Cole Slaw,Not Set,No,92095932364,92095932364,Not Set,1.512,N/A,1.68,Not Set,Not Set,16,Side Dishes,Not Set,0
1320,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1320,Lake Roasted Chicken,Not Set,No,95577149987,95577149987,Not Set,2.394,N/A,2.66,Not Set,Not Set,77,Meat,Not Set,0
1321,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1321,Lake Corned Beef,Not Set,No,55201718211,55201718211,Not Set,2.241,N/A,2.49,Not Set,Not Set,8,Meat,Not Set,0
1322,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1322,Lake Sliced Turkey,Not Set,No,94018571972,94018571972,Not Set,2.88,N/A,3.2,Not Set,Not Set,8,Meat,Not Set,0
1323,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1323,Lake Sliced Ham,Not Set,No,22880906462,22880906462,Not Set,2.646,N/A,2.94,Not Set,Not Set,8,Meat,Not Set,0
1324,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1324,Lake Potato Salad,Not Set,No,54837656617,54837656617,Not Set,2.979,N/A,3.31,Not Set,Not Set,16,Side Dishes,Not Set,0
1325,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1325,Lake Sliced Chicken,Not Set,No,19035627245,19035627245,Not Set,1.287,N/A,1.43,Not Set,Not Set,8,Meat,Not Set,0
1326,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1326,Giant Small Brown Eggs,Not Set,No,86328013539,86328013539,Not Set,1.539,N/A,1.71,Not Set,Not Set,66,Eggs,Not Set,0
1327,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1327,Giant Large Brown Eggs,Not Set,No,43665880560,43665880560,Not Set,3.456,N/A,3.84,Not Set,Not Set,66,Eggs,Not Set,0
1328,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1328,Giant Small Eggs,Not Set,No,21174731850,21174731850,Not Set,2.034,N/A,2.26,Not Set,Not Set,66,Eggs,Not Set,0
1329,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1329,Giant Large Eggs,Not Set,No,13848235011,13848235011,Not Set,1.485,N/A,1.65,Not Set,Not Set,66,Eggs,Not Set,0
1330,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1330,Giant Egg Substitute,Not Set,No,19616153836,19616153836,Not Set,1.197,N/A,1.33,Not Set,Not Set,66,Eggs,Not Set,0
1331,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1331,Carrington Low Fat Waffles,Not Set,No,95429553389,95429553389,Not Set,2.466,N/A,2.74,Not Set,Not Set,34,Breakfast Foods,Not Set,0
1332,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1332,Carrington Orange Popsicles,Not Set,No,46533108353,46533108353,Not Set,0.621,N/A,0.69,Not Set,Not Set,110,Frozen Desserts,Not Set,0
1333,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1333,Carrington Frozen Chicken Breast,Not Set,No,91584274172,91584274172,Not Set,0.837,N/A,0.93,Not Set,Not Set,100,Meat,Not Set,0
1334,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1334,Carrington Frozen Pancakes,Not Set,No,11925595402,11925595402,Not Set,1.656,N/A,1.84,Not Set,Not Set,29,Breakfast Foods,Not Set,0
1335,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1335,Carrington Low Fat French Fries,Not Set,No,92312397360,92312397360,Not Set,2.169,N/A,2.41,Not Set,Not Set,63,Vegetables,Not Set,0
1336,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1336,Carrington Frozen Sausage Pizza,Not Set,No,95793614983,95793614983,Not Set,3.051,N/A,3.39,Not Set,Not Set,64,Pizza,Not Set,0
1337,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1337,Carrington Blueberry Waffles,Not Set,No,20035340189,20035340189,Not Set,0.513,N/A,0.57,Not Set,Not Set,34,Breakfast Foods,Not Set,0
1338,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1338,Carrington Fajita French Fries,Not Set,No,58852193951,58852193951,Not Set,1.998,N/A,2.22,Not Set,Not Set,63,Vegetables,Not Set,0
1339,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1339,Carrington Waffles,Not Set,No,77714528441,77714528441,Not Set,1.179,N/A,1.31,Not Set,Not Set,34,Breakfast Foods,Not Set,0
1340,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1340,Carrington Frozen Pepperoni Pizza,Not Set,No,85769148468,85769148468,Not Set,2.313,N/A,2.57,Not Set,Not Set,64,Pizza,Not Set,0
1341,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1341,Carrington Frozen Cheese Pizza,Not Set,No,73869249224,73869249224,Not Set,3.105,N/A,3.45,Not Set,Not Set,64,Pizza,Not Set,0
1342,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1342,Carrington Frozen Mushroom Pizza,Not Set,No,51161635518,51161635518,Not Set,3.357,N/A,3.73,Not Set,Not Set,64,Pizza,Not Set,0
1343,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1343,Carrington Apple Cinnamon Waffles,Not Set,No,98499502539,98499502539,Not Set,2.583,N/A,2.87,Not Set,Not Set,34,Breakfast Foods,Not Set,0
1344,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1344,Carrington Frozen Carrots,Not Set,No,45029655098,45029655098,Not Set,1.368,N/A,1.52,Not Set,Not Set,60,Vegetables,Not Set,0
1345,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1345,Carrington Turkey TV Dinner,Not Set,No,37703158259,37703158259,Not Set,3.312,N/A,3.68,Not Set,Not Set,10,Frozen Entrees,Not Set,0
1346,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1346,Carrington Chicken TV Dinner,Not Set,No,98351905941,98351905941,Not Set,2.115,N/A,2.35,Not Set,Not Set,10,Frozen Entrees,Not Set,0
1347,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1347,Carrington Beef TV Dinner,Not Set,No,60263175368,60263175368,Not Set,1.593,N/A,1.77,Not Set,Not Set,10,Frozen Entrees,Not Set,0
1348,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1348,Carrington Pancake Mix,Not Set,No,35268860459,35268860459,Not Set,2.223,N/A,2.47,Not Set,Not Set,28,Breakfast Foods,Not Set,0
1349,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1349,Carrington Grape Popsicles,Not Set,No,56417896151,56417896151,Not Set,2.61,N/A,2.9,Not Set,Not Set,110,Frozen Desserts,Not Set,0
1350,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1350,Carrington Home Style French Fries,Not Set,No,90661347508,90661347508,Not Set,0.828,N/A,0.92,Not Set,Not Set,63,Vegetables,Not Set,0
1351,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1351,Carrington Lime Popsicles,Not Set,No,81048149466,81048149466,Not Set,1.503,N/A,1.67,Not Set,Not Set,110,Frozen Desserts,Not Set,0
1352,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1352,Carrington Ice Cream,Not Set,No,84529367089,84529367089,Not Set,2.385,N/A,2.65,Not Set,Not Set,9,Frozen Desserts,Not Set,0
1353,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1353,Carrington Ice Cream Sandwich,Not Set,No,44153935313,44153935313,Not Set,2.016,N/A,2.24,Not Set,Not Set,9,Frozen Desserts,Not Set,0
1354,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1354,Carrington Frozen Cauliflower,Not Set,No,47851617932,47851617932,Not Set,1.332,N/A,1.48,Not Set,Not Set,60,Vegetables,Not Set,0
1355,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1355,Carrington Frozen Broccoli,Not Set,No,66713952422,66713952422,Not Set,0.567,N/A,0.63,Not Set,Not Set,60,Vegetables,Not Set,0
1356,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1356,Carrington Frozen Corn,Not Set,No,74768572449,74768572449,Not Set,1.44,N/A,1.6,Not Set,Not Set,60,Vegetables,Not Set,0
1357,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1357,Carrington Frozen Peas,Not Set,No,62868673205,62868673205,Not Set,2.439,N/A,2.71,Not Set,Not Set,60,Vegetables,Not Set,0
1358,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1358,Carrington Popsicles,Not Set,No,40161059498,40161059498,Not Set,1.89,N/A,2.1,Not Set,Not Set,9,Frozen Desserts,Not Set,0
1359,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1359,Carrington Frozen Chicken Thighs,Not Set,No,87498926520,87498926520,Not Set,1.116,N/A,1.24,Not Set,Not Set,100,Meat,Not Set,0
1360,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1360,Carrington Frozen Chicken Wings,Not Set,No,34029079079,34029079079,Not Set,2.178,N/A,2.42,Not Set,Not Set,100,Meat,Not Set,0
1361,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1361,Carrington Lemon Popsicles,Not Set,No,26702582240,26702582240,Not Set,1.629,N/A,1.81,Not Set,Not Set,110,Frozen Desserts,Not Set,0
1362,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1362,Hilltop Silky Smooth Hair Conditioner,Not Set,No,87351329922,87351329922,Not Set,1.341,N/A,1.49,Not Set,Not Set,78,Bathroom Products,Not Set,0
1363,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1363,Hilltop Tartar Control Toothpaste,Not Set,No,49262599349,49262599349,Not Set,2.394,N/A,2.66,Not Set,Not Set,39,Hygiene,Not Set,0
1364,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1364,Hilltop Whitening Toothpast,Not Set,No,24268284440,24268284440,Not Set,1.44,N/A,1.6,Not Set,Not Set,39,Hygiene,Not Set,0
1365,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1365,Hilltop Toothpaste,Not Set,No,45417320132,45417320132,Not Set,0.477,N/A,0.53,Not Set,Not Set,39,Hygiene,Not Set,0
1366,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1366,Hilltop Deodorant,Not Set,No,79660771489,79660771489,Not Set,2.484,N/A,2.76,Not Set,Not Set,39,Hygiene,Not Set,0
1367,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1367,Hilltop Conditioning Shampoo,Not Set,No,70047573447,70047573447,Not Set,3.213,N/A,3.57,Not Set,Not Set,79,Bathroom Products,Not Set,0
1368,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1368,Hilltop Extra Moisture Shampoo,Not Set,No,73528791069,73528791069,Not Set,3.195,N/A,3.55,Not Set,Not Set,79,Bathroom Products,Not Set,0
1369,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1369,Hilltop Angled Toothbrush,Not Set,No,99251229166,99251229166,Not Set,3.042,N/A,3.38,Not Set,Not Set,88,Bathroom Products,Not Set,0
1370,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1370,Hilltop Apricot Shampoo,Not Set,No,71970213055,71970213055,Not Set,2.142,N/A,2.38,Not Set,Not Set,79,Bathroom Products,Not Set,0
1371,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1371,Hilltop Childrens Aspirin,Not Set,No,78147458434,78147458434,Not Set,2.223,N/A,2.47,Not Set,Not Set,70,Pain Relievers,Not Set,0
1372,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1372,Hilltop Buffered Aspirin,Not Set,No,86202078461,86202078461,Not Set,2.241,N/A,2.49,Not Set,Not Set,70,Pain Relievers,Not Set,0
1373,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1373,Hilltop 200 MG Ibuprofen,Not Set,No,74302179217,74302179217,Not Set,3.24,N/A,3.6,Not Set,Not Set,71,Pain Relievers,Not Set,0
1374,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1374,Hilltop 200 MG Acetominifen,Not Set,No,51594565510,51594565510,Not Set,2.601,N/A,2.89,Not Set,Not Set,72,Pain Relievers,Not Set,0
1375,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1375,Hilltop HCL Nasal Spray,Not Set,No,75030302405,75030302405,Not Set,1.917,N/A,2.13,Not Set,Not Set,73,Decongestants,Not Set,0
1376,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1376,Hilltop Dishwasher Detergent,Not Set,No,45462585091,45462585091,Not Set,1.512,N/A,1.68,Not Set,Not Set,73,Decongestants,Not Set,0
1377,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1377,Hilltop Multi-Symptom Cold Remedy,Not Set,No,38136088252,38136088252,Not Set,2.547,N/A,2.83,Not Set,Not Set,75,Cold Remedies,Not Set,0
1378,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1378,Hilltop Childrens Cold Remedy,Not Set,No,43904007077,43904007077,Not Set,0.657,N/A,0.73,Not Set,Not Set,75,Cold Remedies,Not Set,0
1379,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1379,Hilltop Laundry Detergent,Not Set,No,95815276503,95815276503,Not Set,1.728,N/A,1.92,Not Set,Not Set,74,Bathroom Products,Not Set,0
1380,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1380,Hilltop Mint Mouthwash,Not Set,No,35438118577,35438118577,Not Set,3.258,N/A,3.62,Not Set,Not Set,74,Bathroom Products,Not Set,0
